[Version1]
FullName,Value
Controller.Micro850.Micro850.Analogicas.SCALER_2.Output,998.709
Controller.Micro850.Micro850.Analogicas.SCALER_2.OutputMax,150.0
Controller.Micro850.Micro850.Analogicas.SCALER_2.OutputMin,0.0
Controller.Micro850.Micro850.Analogicas.SCALER_3.Input,16653.0
Controller.Micro850.Micro850.Analogicas.SCALER_3.InputMax,18150.0
Controller.Micro850.Micro850.Analogicas.SCALER_3.InputMin,16660.0
Controller.Micro850.Micro850.Analogicas.SCALER_3.Output,-0.00704698
Controller.Micro850.Micro850.Analogicas.SCALER_3.OutputMax,1.5
Controller.Micro850.Micro850.Analogicas.SCALER_3.OutputMin,0.0
Controller.Micro850.Micro850.Analogicas.SCALER_6.Input,2168.0
Controller.Micro850.Micro850.Analogicas.SCALER_6.InputMax,8500.0
Controller.Micro850.Micro850.Analogicas.SCALER_6.InputMin,2100.0
Controller.Micro850.Micro850.Analogicas.SCALER_6.Output,1.16875
Controller.Micro850.Micro850.Analogicas.SCALER_6.OutputMax,110.0
Controller.Micro850.Micro850.Analogicas.SCALER_6.OutputMin,0.0
Controller.Micro850.Micro850.ANO,'2021'
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.ABLInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.ABLInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.ABLInput.TriggerType,0
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.Characters,0
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.controlbit,0
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ABL_1.Q,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ABL1_ENTRADA.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ABL1_ENTRADA.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.ABL1_ENTRADA.TriggerType,0
Controller.Micro850.Micro850.ASCII_PROG.ABL1_GATILHO,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.ACLInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.ACLInput.RXBuffer,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.ACLInput.TXBuffer,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.prestatus,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL_1.Q,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL1_ENTRADA.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.ACL1_ENTRADA.RXBuffer,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL1_ENTRADA.TXBuffer,FALSE
Controller.Micro850.Micro850.ASCII_PROG.ACL1_GATILHO,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.AWTInput.Length,4
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.controlbit,32
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.NumChar,4
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Q,TRUE
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[1],80
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[10],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[11],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[12],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[13],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[14],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[15],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[16],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[17],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[18],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[19],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[2],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[20],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[21],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[22],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[23],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[24],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[25],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[26],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[27],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[28],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[29],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[3],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[30],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[31],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[32],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[33],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[34],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[35],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[36],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[4],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[5],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[6],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[62],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[63],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[64],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[65],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[66],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[67],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[68],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[69],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[7],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[70],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[71],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[72],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[73],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[74],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[75],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[76],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[77],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[78],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[79],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[8],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[80],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[81],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[82],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_1.Source[9],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.AWTInput.Length,29
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.controlbit,32
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.NumChar,29
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Q,TRUE
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[1],65
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[10],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[11],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[12],51
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[13],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[14],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[15],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[16],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[17],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[18],78
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[19],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[2],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[20],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[21],77
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[22],65
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[23],78
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[24],85
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[25],65
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[26],76
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[27],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[28],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[29],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[3],54
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[30],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[31],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[32],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[33],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[34],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[35],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[36],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[4],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[5],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[6],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[62],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[63],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[64],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[65],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[66],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[67],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[68],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[69],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[7],55
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[70],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[71],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[72],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[73],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[74],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[75],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[76],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[77],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[78],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[79],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[8],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[80],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[81],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[82],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_10.Source[9],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.AWTInput.Length,33
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.controlbit,32
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.NumChar,33
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Q,TRUE
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[1],65
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[10],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[11],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[12],51
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[13],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[14],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[15],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[16],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[17],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[18],78
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[19],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[2],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[20],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[21],79
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[22],80
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[23],58
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[24],32
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[25],54
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[26],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[27],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[28],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[29],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[3],54
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[30],51
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[31],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[32],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[33],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[34],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[35],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[36],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[4],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[5],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[6],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_11.Source[62],0
